"멀다","Adjective","집에서 회사까지 거리가 너무 (멀어서) 출퇴근이 힘들어요.|여기서 공항까지는 차로 가도 꽤 (멉니다)."
"가깝다","Adjective","우리 집은 지하철역에서 아주 (가까운) 곳에 있어요.|편의점이 (가까워서) 밤에도 물건을 사기 편해요."
"바쁘다","Adjective","요즘 회사 일이 너무 (바빠서) 친구를 만날 시간이 없어요.|연말이라 선생님은 항상 (바쁘십니다)."
"예쁘다","Adjective","공원에 꽃들이 아주 (예쁘게) 피어 있어요.|제 동생은 웃는 모습이 참 (예뻐요)."
"높다","Adjective","저 산은 너무 (높아서) 정상까지 올라가기 힘들어요.|우리나라는 교육 열기가 매우 (높은) 나라입니다."
"낮다","Adjective","천장이 (낮아서) 키가 큰 사람은 머리를 조심해야 해요.|이 의자는 너무 (낮으니까) 다른 의자에 앉으세요."
"길다","Adjective","겨울에는 밤이 낮보다 훨씬 (깁니다).|머리카락이 너무 (길어서) 조금 자르고 싶어요."
"빨리","Adverb","시간이 없으니까 어서 (빨리) 준비하세요.|그 선수는 다리가 아주 빨라서 정말 (빨리) 달립니다."
"천천히","Adverb","급한 일이 아니니까 (천천히) 걸어오셔도 돼요.|한국말을 아직 잘 못하니까 (천천히) 말씀해 주세요."
"아주","Adverb","오늘 점심에 먹은 비빔밥은 (아주) 맛있었어요.|제 친구는 노래를 (아주) 잘 불러서 가수가 되고 싶어 해요."
"가장","Adverb","저는 과일 중에서 수박을 (가장) 좋아해요.|우리 반에서 지수가 키가 (가장) 큽니다."
"많이","Adverb","어제 잠을 (많이) 못 자서 오늘 너무 피곤해요.|감기에 걸렸을 때는 따뜻한 물을 (많이) 마시는 게 좋아요."
"조금","Adverb","국이 약간 싱거우니까 소금을 (조금) 더 넣으세요.|한국어를 (조금) 할 줄 알지만 아직은 서툴러요."
"일찍","Adverb","내일은 중요한 회의가 있으니 (일찍) 출근해야 해요.|어제 저녁에는 피곤해서 (일찍) 잠자리에 들었습니다."
"늦게","Adverb","어젯밤에 영화를 보느라 잠을 (늦게) 잤어요.|차가 막혀서 약속 장소에 (늦게) 도착하고 말았습니다."
"자주","Adverb","도서관이 집 근처에 있어서 (자주) 가는 편이에요.|부모님께 안부 전화를 (자주) 드리려고 노력합니다."
"가끔","Adverb","평소에는 한식을 먹지만 (가끔) 피자를 주문해요.|(가끔) 혼자 공원을 산책하면 기분이 좋아집니다."
"항상","Adverb","그 친구는 얼굴에 (항상) 미소를 띠고 있어요.|저는 외출할 때 (항상) 가방에 지갑을 챙깁니다."
"전혀","Adverb","어제 너무 바빠서 밥을 (전혀) 먹지 못했어요.|그 이야기는 제가 (전혀) 모르는 내용입니다."
"갑자기","Adverb","맑은 하늘에서 (갑자기) 비가 내리기 시작했어요.|길을 가다가 (갑자기) 친구를 만나서 깜짝 놀랐어요."
"열심히","Adverb","장학금을 받기 위해서 이번 학기에도 (열심히) 공부해요.|그는 맡은 일을 항상 (열심히) 하는 성실한 사람입니다."
"함께","Adverb","이번 주말에 가족들과 (함께) 여행을 가기로 했어요.|모두 (함께) 힘을 모으면 이 문제를 해결할 수 있습니다."
"벌써","Adverb","공부를 시작한 지 한 시간이나 지났는데 (벌써) 배가 고파요.|약속 시간이 (벌써) 지났는데 친구가 아직 안 왔어요."
"벌떡","Adverb","아침에 알람 소리를 듣고 자리에서 (벌떡) 일어났어요.|버스가 오자 벤치에 앉아 있던 사람들이 (벌떡) 일어섰습니다."
"꼭","Adverb","내일은 잊지 말고 (꼭) 제시간에 오셔야 합니다.|성공하기 위해서는 이 기회를 (꼭) 잡아야 해요."
"별로","Adverb","배가 고프지 않아서 점심은 (별로) 먹고 싶지 않아요.|오늘 본 영화는 생각보다 (별로) 재미가 없었어요."
"방금","Adverb","(방금) 나갔으니까 아직 정류장에 있을 거예요.|그 소식은 저도 (방금) 뉴스를 보고 알았습니다."
