"ตา","Noun","เธอมองฉันด้วย (ตา) ที่เต็มไปด้วยความสงสัยและคำถาม|แสงแดดจ้าเกินไปจนฉันต้องหยี (ตา) เมื่อเดินออกไปข้างนอก"
"ทาง","Noun","ถ้าเธอไม่รู้ (ทาง) ไปโรงพยาบาล สามารถเปิดแผนที่ในมือถือดูได้|ถนนเส้นนี้เป็น (ทาง) ลัดที่ช่วยให้ประหยัดเวลาเดินทาง"
"ประเทศ","Noun","(ประเทศ) ไทยมีสถานที่ท่องเที่ยวทางธรรมชาติที่สวยงามมากมาย|เขาเดินทางไปเรียนต่อที่ (ประเทศ) อังกฤษเป็นเวลาสองปี"
"ของ","Noun","ฉันลืม (ของ) ไว้บนรถเมล์เมื่อเช้านี้และกำลังพยายามติดต่อขอคืน|คุณยายซื้อ (ของ) สดจากตลาดมาเตรียมทำกับข้าวให้หลานๆ"
"ลูก","Noun","แม่รัก (ลูก) ทุกคนเท่ากันและอยากเห็นทุกคนมีความสุข|เขากำลังสอน (ลูก) ชายขี่จักรยานที่สวนสาธารณะหน้าบ้าน"
"ตัว","Noun","เสื้อ (ตัว) นี้ราคาแพงมากเพราะทำจากผ้าไหมคุณภาพดี|แมว (ตัว) สีขาวมักจะมานั่งรออาหารที่หน้าบ้านฉันทุกวัน"
"ปี","Noun","(ปี) นี้อากาศร้อนกว่าปกติจนต้องเปิดพัดลมทิ้งไว้ทั้งวัน|เขาทำงานอยู่ที่บริษัทเดิมมานานเกือบสิบ (ปี) แล้ว"
"เป็น","Verb","เขา(เป็น)หมอที่ทำงานอยู่ในโรงพยาบาลที่มีชื่อเสียง|เธอ(เป็น)คนใจดีที่ชอบช่วยเหลือสัตว์จรจัดเสมอ"
"มี","Verb","ฉัน(มี)พี่สาวหนึ่งคนและน้องชายอีกสองคน|ที่บ้านของฉัน(มี)สวนดอกไม้ขนาดเล็กที่สวยงามมาก"
"ไป","Verb","พรุ่งนี้พวกเราจะ(ไป)เที่ยวทะเลที่จังหวัดภูเก็ต|เขา(ไป)ทำงานสายเพราะรถติดมากในช่วงเช้านี้"
"มา","Verb","เพื่อนของฉัน(มา)หาที่บ้านเพื่อเอาหนังสือมาคืน|คุณพ่อเพิ่งกลับ(มา)จากต่างประเทศเมื่อคืนนี้เอง"
"กิน","Verb","เย็นนี้คุณอยาก(กิน)อาหารไทยหรืออาหารญี่ปุ่นดีคะ?|เด็กๆ ชอบ(กิน)ไอศกรีมรสช็อกโกแลตมากที่สุด"
"ดื่ม","Verb","คุณควร(ดื่ม)น้ำอย่างน้อยวันละแปดแก้วเพื่อสุขภาพ|พ่อชอบ(ดื่ม)กาแฟร้อนๆ ในขณะที่อ่านหนังสือพิมพ์"
"ทำ","Verb","แม่กำลัง(ทำ)กับข้าวอยู่ในครัว กลิ่นหอมฟุ้งไปทั่วบ้าน|เขาสัญญาว่าจะ(ทำ)การบ้านให้เสร็จก่อนออกไปเล่นเกม"
"พูด","Verb","กรุณา(พูด)ช้าๆ หน่อยได้ไหมคะ ฉันฟังไม่ทัน|เขา(พูด)ภาษาอังกฤษเก่งมากเพราะเคยไปเรียนที่อเมริกา"
"ดู","Verb","พวกเราตั้งใจจะไป(ดู)หนังเรื่องใหม่ที่เพิ่งเข้าโรง|แม่ชอบนั่ง(ดู)ดอกไม้ในสวนช่วงเช้าที่อากาศเย็นสบาย"
"ฟัง","Verb","ฉันชอบ(ฟัง)เพลงคลาสสิกเวลาที่ต้องการสมาธิในการทำงาน|คุณ(ฟัง)เข้าใจไหมว่าคุณครูสั่งให้ทำอะไรในคาบนี้"
"อ่าน","Verb","น้องสาวของฉันชอบ(อ่าน)การ์ตูนเรื่องนี้ซ้ำๆ หลายรอบ|เขา(อ่าน)หนังสือสอบจนถึงดึกเพื่อเตรียมตัวสำหรับวันพรุ่งนี้"
"เขียน","Verb","กรุณา(เขียน)ชื่อและนามสกุลของคุณลงในใบสมัคร|ฉันตั้งใจจะ(เขียน)จดหมายขอบคุณส่งไปให้คุณครู"
"เรียน","Verb","เด็กๆ (เรียน) วิชาคณิตศาสตร์ด้วยความตั้งใจในเช้าวันจันทร์|น้องชายของฉันกำลัง(เรียน)รู้วิธีการว่ายน้ำที่สระน้ำ"
"นอน","Verb","เขารู้สึกเพลียมากจนอยากจะ(นอน)พักผ่อนสักครู่|แมวของฉันชอบ(นอน)บนโซฟาในห้องนั่งเล่นตลอดทั้งวัน"
"เดิน","Verb","พวกเราชอบ(เดิน)เล่นในสวนสาธารณะหลังจากรับประทานอาหารเย็น|เขา(เดิน)ไปโรงเรียนทุกวันเพราะบ้านอยู่ไม่ไกลนัก"
"วิ่ง","Verb","เขาออกกำลังกายด้วยการ(วิ่ง)รอบสนามทุกเช้าเป็นเวลาหนึ่งชั่วโมง|สุนัขตัวนั้น(วิ่ง)ไล่ตามแมวไปอย่างรวดเร็ว"
"ซื้อ","Verb","แม่ไปตลาดเพื่อ(ซื้อ)วัตถุดิบมาทำแก้วเขียวหวาน|ฉันอยาก(ซื้อ)รองเท้าคู่ใหม่สำหรับใส่ไปงานแต่งงานเพื่อน"
"ขาย","Verb","ร้านนี้(ขาย)ผลไม้สดที่ส่งตรงมาจากสวนทุกวัน|เขาตัดสินใจ(ขาย)รถคันเก่าเพื่อซื้อคันใหม่ที่ใหญ่กว่าเดิม"
"ให้","Verb","เขา(ให้)ของขวัญวันเกิดเป็นสร้อยคอสวยๆ กับแฟนสาว|กรุณาส่งมือถือ(ให้)ฉันหน่อย ฉันลืมไว้บนโต๊ะ"
"คิด","Verb","ฉัน(คิด)ว่าวันนี้ฝนน่าจะตกเพราะท้องฟ้าดูมืดครึ้ม|เขากำลัง(คิด)หาวิธีแก้ปัญหาเรื่องงานที่ค้างอยู่"
"ใหญ่","Adjective","บ้านหลังนี้ (ใหญ่) เกินไปสำหรับคนแค่สองคน|เขาอาศัยอยู่ในเมืองที่ (ใหญ่) ที่สุดในประเทศ"
"เล็ก","Adjective","แมวตัว (เล็ก) กำลังนอนหลับปุ๋ยอยู่ในกล่องกระดาษ|ห้องนอนของฉันมีขนาด (เล็ก) แต่ตกแต่งได้น่ารักมาก"
"ดี","Adjective","วันนี้อากาศ (ดี) มาก เหมาะแก่การออกไปปิกนิกที่สวน|เขาเป็นเพื่อน (ดี) ที่คอยอยู่เคียงข้างฉันเสมอ"
"เลว","Adjective","การโกหกเป็นนิสัยที่ (เลว) และไม่ควรทำตามอย่างยิ่ง|เขาได้รับผลตอบแทนจากกระทำที่ (เลว) ของตนเอง"
"สวย","Adjective","ดอกไม้ในแจกันนี้ดู (สวย) และมีกลิ่นหอมสดชื่น|เธอดู (สวย) มากในชุดราตรีสีแดงชุดนี้"
"หล่อ","Adjective","พระเอกคนนี้ (หล่อ) มากจนมีแฟนคลับติดตามมากมาย|น้องชายของฉันยิ่งโตก็ยิ่ง (หล่อ) เหมือนคุณพ่อ"
"แพง","Adjective","อาหารที่ร้านนี้รสชาติธรรมดาแต่ราคา (แพง) มาก|กระเป๋าแบรนด์เนมใบนี้ (แพง) เกินกว่าที่ฉันจะซื้อไหว"
"ถูก","Adjective","ช่วงนี้ผลไม้ราคา (ถูก) เพราะเป็นฤดูกาลของมันพอดี|ฉันชอบซื้อของร้านนี้เพราะคุณภาพดีและราคา (ถูก)"
"ร้อน","Adjective","อากาศที่เมืองไทย (ร้อน) ตลอดทั้งปีโดยเฉพาะเดือนเมษายน|ระวังนะ กาแฟถ้วยนี้ยัง (ร้อน) อยู่มาก"
"หนาว","Adjective","บนยอดดอยอากาศ (หนาว) มากจนมีแม่คะนิ้งเกิดขึ้น|ฉันรู้สึก (หนาว) จนต้องไปหยิบผ้าห่มมาคลุมตัว"
"เร็ว","Adjective","รถไฟขบวนนี้วิ่ง (เร็ว) มากจนถึงที่หมายก่อนเวลา|เขาเป็นนักวิ่งที่ (เร็ว) ที่สุดในโรงเรียนของเรา"
"ช้า","Adjective","เต่าเป็นสัตว์ที่เคลื่อนที่ (ช้า) แต่มีความอดทนสูง|การทำงาน (ช้า) แต่รอบคอบดีกว่าทำงานเร็วแต่ผิดพลาด"
"สูง","Adjective","ตึกที่กรุงเทพฯ ส่วนใหญ่เป็นตึก (สูง) เสียดฟ้า|เขาเป็นคนรูปร่าง (สูง) โปร่งเหมือนนักกีฬาบาสเกตบอล"
"เตี้ย","Adjective","เก้าอี้ตัวนี้ (เตี้ย) เกินไปสำหรับโต๊ะทำงานตัวใหม่|เขารู้สึกว่าตัวเอง (เตี้ย) เมื่อยืนเทียบกับเพื่อนๆ"
"ใหม่","Adjective","ฉันเพิ่งซื้อโทรศัพท์ (ใหม่) เมื่อวานนี้เพราะเครื่องเก่าพัง|เสื้อผ้าชุด (ใหม่) ของเธอเข้ากับรองเท้าคู่นี้มาก"
"เก่า","Adjective","หนังสือเล่มนี้ (เก่า) มากจนหน้ากระดาษเริ่มเปลี่ยนเป็นสีเหลือง|เรายังคงใช้เฟอร์นิเจอร์ (เก่า) ของคุณปู่อยู่จนถึงทุกวันนี้"
"ยาก","Adjective","ข้อสอบวิชาฟิสิกส์วันนี้ (ยาก) จนฉันทำแทบไม่ได้เลย|การลดน้ำหนักเป็นเรื่อง (ยาก) ถ้าไม่มีวินัยในการกิน"
"ง่าย","Adjective","การทำไข่เจียวเป็นเมนูที่ (ง่าย) และอร่อยสำหรับทุกคน|โจทย์เลขข้อนี้ (ง่าย) มาก ฉันใช้เวลาทำแค่แป๊บเดียว"
"หอม","Adjective","คุณแม่ฉีดน้ำหอมกลิ่น (หอม) อ่อนๆ ก่อนออกจากบ้าน|ขนมปังปิ้งใหม่ๆ มีกลิ่น (หอม) ฟุ้งไปทั่วทั้งร้าน"
"เหม็น","Adjective","ถังขยะที่ไม่ได้ทิ้งมาหลายวันเริ่มส่งกลิ่น (เหม็น)|ทุเรียนเป็นผลไม้ที่มีกลิ่นแรง บางคนว่าหอมบางคนว่า (เหม็น)"
"มาก","Adverb","วันนี้ฉันรู้สึกเหนื่อย(มาก)เพราะทำงานบ้านทั้งวัน|อาหารจานนี้เผ็ด(มาก)จนฉันต้องดื่มน้ำตามหลายแก้ว"
"น้อย","Adverb","ช่วงนี้เขาพูด(น้อย)ลงผิดปกติ ไม่รู้ว่าโกรธใครมาหรือเปล่า|ใส่น้ำตาล(น้อย)หน่อยนะ ฉันกำลังพยายามลดน้ำหนักอยู่"
"บ่อย","Adverb","ฉันไปออกกำลังกายที่สวนสาธารณะ(บ่อย)เกือบทุกเย็น|เขาลืมกุญแจรถไว้ในห้อง(บ่อย)จนเป็นเรื่องปกติ"
"เสมอ","Adverb","แม่คอยตักเตือนและสอนสั่งฉันด้วยความรัก(เสมอ)|เขามักจะมาถึงที่ทำงานก่อนเวลา(เสมอ)ไม่เคยสายเลย"
"เร็ว","Adverb","กรุณาขับรถให้ช้าลงหน่อย อย่าขับ(เร็ว)เกินไปมันอันตราย|เขาทำงานเสร็จ(เร็ว)กว่าที่ฉันคิดไว้มาก"
"ช้า","Adverb","ทำไมวันนี้คุณเดิน(ช้า)จัง มีเรื่องอะไรไม่สบายใจหรือเปล่า|คุณครูบอกให้พวกเราค่อยๆ อ่านโจทย์อย่าง(ช้า)และรอบคอบ"
"เพิ่ง","Adverb","เขา(เพิ่ง)กลับมาจากต่างประเทศเมื่อวานนี้เอง|ฉัน(เพิ่ง)กินข้าวอิ่มเมื่อกี้ เลยยังไม่อยากกินขนม"
"กำลัง","Adverb","พ่อ(กำลัง)ซ่อมหลังคาบ้านที่รั่วซึมมาหลายวัน|เด็กๆ (กำลัง)เล่นฟุตบอลกันอย่างสนุกสนานที่สนาม"
"แล้ว","Adverb","ฉันทำการบ้านเสร็จ(แล้ว) ขอออกไปเล่นข้างนอกได้ไหมคะ|เขาไปถึงโรงพยาบาล(แล้ว)ตอนที่ฉันโทรไปหา"
"เกือบ","Adverb","วันนี้ฉันตื่นสายจน(เกือบ)ไปทำงานไม่ทัน|เขาวิ่งมาอย่างเร็ว จน(เกือบ)จะชนคุณยายที่เดินอยู่"
"ค่อยๆ","Adverb","(ค่อยๆ) เดินนะ พื้นตรงนี้เพิ่งถูเสร็จมันยังเปียกอยู่|น้ำแกงมันร้อนมากนะ ต้อง(ค่อยๆ) จิบทีละนิด"
"จริงๆ","Adverb","ฉันชอบที่นี่(จริงๆ) บรรยากาศเงียบสงบและอากาศดีมาก|เรื่องที่เขาเล่ามาเป็นเรื่องจริง(จริงๆ) ไม่ได้โกหกเลย"
"ค่อนข้าง","Adverb","ภาษาไทย(ค่อนข้าง)ยากสำหรับคนต่างชาติที่เริ่มเรียน|อากาศวันนี้(ค่อนข้าง)ร้อนกว่าเมื่อวานนี้มาก"
"มักจะ","Adverb","เขา(มักจะ)ไปห้องสมุดในช่วงพักเที่ยงเพื่ออ่านหนังสือ|เด็กๆ (มักจะ)ชอบกินขนมหวานมากกว่าผักผลไม้"
"บางที","Adverb","(บางที)เขาก็ดูเงียบขรึมจนฉันเดาใจไม่ถูก|เรา(บางที)อาจจะไม่ได้ไปเที่ยวทะเลถ้าฝนยังตกหนักแบบนี้"
"ทันที","Adverb","พอได้ยินเสียงกริ่ง ทุกคนก็ลุกขึ้นจากที่นั่ง(ทันที)|ถ้ามีปัญหาอะไรเกิดขึ้น กรุณาโทรแจ้งฉัน(ทันที)นะ"
"แน่นอน","Adverb","ฉันจะไปร่วมงานแต่งงานของคุณ(แน่นอน) ไม่ต้องกังวล|พรุ่งนี้เขาต้องมาตามนัด(แน่นอน) เขาเป็นคนรักษาคำพูด"
"ด้วย","Adverb","ถ้าคุณจะไปตลาด ฉันขอไปด้วยคน(ด้วย)สิคะ|อย่าลืมซื้อนมมา(ด้วย)นะ นมที่บ้านหมดแล้ว"
"เพียง","Adverb","เขามีเงินติดตัวอยู่(เพียง)สิบบาทเท่านั้น|ฉันต้องการ(เพียง)ความเข้าใจและกำลังใจจากเธอ"
"พอดิบพอดี","Adverb","เขามาถึงที่สถานีรถไฟตอนรถกำลังจะออก(พอดิบพอดี)|ฉันทำขนมได้ครบตามจำนวนคนที่จะมา(พอดิบพอดี)เลย"
